sample_id,source_id,source_path,license_tag,source_kind,scene_type,frame_idx,timestamp_sec,width,height,image_path,hash16,person_instances,person_score_mean,fg_ratio,mask_path,overlay_path,keep_reason,reject_reason
stage_people_000040,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,702,23.379176146788993,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000040.jpg,ffffffffffffff7f7f3f7c0f3c0f30083c000000000008030001000000000000,2,0.70228,0.09909,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000040.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000040.jpg,,max_keep_reached
stage_people_000041,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,720,23.978642201834862,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000041.jpg,fffffffffffffdfff07ff01fe02ec062c00000000001200f0000000000000000,2,0.30588,0.05034,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000041.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000041.jpg,,max_keep_reached
stage_people_000042,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,738,24.578108256880736,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000042.jpg,fffffffffffffbffe07fe07fe04d80c5800000000002001e0000000000000000,2,0.37614,0.04198,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000042.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000042.jpg,,near_duplicate
stage_people_000043,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,756,25.177574311926605,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000043.jpg,fffffffff7fff3ffc0ff80ff009b018f00000000001c003c0000000000000000,2,0.40477,0.04492,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000043.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000043.jpg,,max_keep_reached
stage_people_000044,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,774,25.77704036697248,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000044.jpg,fffffffffffff7ffc1ff80ff8057018f000100000000003c0008000000000000,2,0.48728,0.04621,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000044.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000044.jpg,,near_duplicate
stage_people_000045,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,792,26.37650642201835,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000045.jpg,fffffffffdfffcfff01ff03ff027c0e3c00000000007000f0000000000000000,2,0.40556,0.03152,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000045.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000045.jpg,,max_keep_reached
stage_people_000046,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,810,26.97597247706422,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000046.jpg,fffffffffffffeffff7f703f702e702160012000000000070003000000000000,2,0.76662,0.0759,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000046.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000046.jpg,,max_keep_reached
stage_people_000047,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,828,27.57543853211009,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000047.jpg,fffffffffffff9ffffffc07fc05d8045800100000000001e0004000000000000,1,0.62083,0.04062,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000047.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000047.jpg,,max_keep_reached
stage_people_000048,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,846,28.174904587155964,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000048.jpg,fffffffffffffbffe07fc07fc02b8187800200000006001c0000000000000000,2,0.41237,0.05572,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000048.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000048.jpg,,max_keep_reached
stage_people_000049,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,864,28.774370642201834,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000049.jpg,fffffffffffffbffe03fc0ffe08b818780000000001e001c0000000000000000,1,0.67163,0.07869,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000049.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000049.jpg,,max_keep_reached
stage_people_000050,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,882,29.373836697247707,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000050.jpg,ffffffffefffe7ff81ff81ff8117820f00000000003c00380000000000000000,1,0.49511,0.06364,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000050.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000050.jpg,,near_duplicate
stage_people_000051,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,900,29.973302752293577,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000051.jpg,ffffffffffffe7ff81ff01ff8137031f00000000001800780000000000000000,2,0.38662,0.07797,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000051.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000051.jpg,,max_keep_reached
stage_people_000052,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,918,30.57276880733945,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000052.jpg,ffffffffcfffc7ff00ff01ff013f061f00000000007800780000000000000000,1,0.3638,0.06619,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000052.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000052.jpg,,max_keep_reached
stage_people_000053,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,936,31.17223486238532,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000053.jpg,ffffffffefffe7ff81ff81ff831f003f00000000007800300000000000000000,1,0.52431,0.06871,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000053.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000053.jpg,,max_keep_reached
stage_people_000054,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,954,31.771700917431193,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000054.jpg,ffffcfffc7ff03ff03ff833f003f000000000078003000000000000020002000,1,0.44222,0.01345,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000054.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000054.jpg,,fg_too_small
stage_people_000055,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,972,32.37116697247706,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000055.jpg,ffffdfffc7ff03ff03ff023f043f0000000000f8002000000000000020006000,1,0.73631,0.0611,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000055.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000055.jpg,,max_keep_reached
stage_people_000056,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,990,32.970633027522936,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000056.jpg,efff81ff81ff817fc79f80270000007c00780000000000001000f800f000f008,0,0.0,0.0,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000056.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000056.jpg,,no_person
stage_people_000057,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,1008,33.57009908256881,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000057.jpg,1fff1fff79ff23ff000000c703ce0380000c0201000180018000a0808040c000,0,0.0,0.0,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000057.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000057.jpg,,no_person
stage_people_000058,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,1026,34.16956513761468,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000058.jpg,ffffbfff9fff01ff03ff027f0e3f000000000078007000000000000000002000,1,0.56686,0.06389,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000058.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000058.jpg,,max_keep_reached
stage_people_000059,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,1044,34.76903119266055,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000059.jpg,ffffffffeffff3ffc07fc0ffc08b418700000000001e001e0000000000000000,1,0.53588,0.08121,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000059.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000059.jpg,,max_keep_reached
stage_people_000060,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,1062,35.36849724770642,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000060.jpg,ffffffffefffe7ffc0ffc0ffc09b038f00000000000e001e0000000000000000,1,0.40722,0.06646,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000060.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000060.jpg,,max_keep_reached
stage_people_000061,sample_demo_22_drummer,/Users/gimdoi/Documents/가이드영상 및 증강 현실 프로그램 제작 자료/Video-LLaVA/llava/serve/examples/sample_demo_22.mp4,demo_asset_unspecified,local_example_video,stage_performance,1080,35.967963302752295,204,360,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/images/stage_people_000061.jpg,ffffffffefffe7ff807f80ff809f030f00000000003c003c0000000000000000,2,0.38055,0.0648,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/masks/stage_people_000061.png,/Users/gimdoi/.openclaw/workspace/seg60_work/localdata/stage_broadcast_people_v1/overlays/stage_people_000061.jpg,,max_keep_reached
